duel,ply,algorithm,eval_name,order_name,depth,player_hp,npc_hp,player_potions,npc_potions,player_defending,npc_defending,best_action,best_score,minimax_nodes,alphabeta_nodes,pruned_nodes,cutoffs,prune_efficiency,evaluations,time_ms,is_last
17,14,alphabeta,balanced,default,4,52,47,3,0,False,False,SPECIAL,-44,0,127,0,11,0.0,88,0.939,False
17,16,alphabeta,balanced,default,4,22,17,3,0,False,False,ATTACK,-1034,0,35,0,5,0.0,21,0.27,True
18,2,alphabeta,balanced,default,4,100,81,3,3,False,False,ATTACK,-19,0,207,0,27,0.0,146,2.871,False
18,4,alphabeta,balanced,default,4,80,65,3,3,False,False,ATTACK,-15,0,234,0,31,0.0,167,2.715,False
18,6,alphabeta,balanced,default,4,63,49,3,3,False,False,ATTACK,-14,0,237,0,31,0.0,170,1.782,False
18,8,alphabeta,balanced,default,4,44,34,3,3,False,False,ATTACK,-7,0,234,0,30,0.0,168,1.771,False
18,10,alphabeta,balanced,default,4,24,34,3,3,True,False,POTION,10,0,210,0,30,0.0,150,1.561,False
18,12,alphabeta,balanced,default,4,24,59,3,2,True,False,POTION,25,0,207,0,31,0.0,147,1.539,False
18,14,alphabeta,balanced,default,4,24,84,3,1,True,False,ATTACK,34,0,184,0,27,0.0,128,1.413,False
18,16,alphabeta,balanced,default,4,16,84,3,1,True,False,ATTACK,42,0,143,0,25,0.0,95,1.037,False
18,18,alphabeta,balanced,default,4,33,84,2,1,False,False,ATTACK,44,0,190,0,27,0.0,132,1.382,False
18,20,alphabeta,balanced,default,4,40,84,1,1,False,False,ATTACK,47,0,215,0,30,0.0,149,1.559,False
18,22,alphabeta,balanced,default,4,22,84,1,1,True,False,ATTACK,56,0,173,0,27,0.0,117,1.257,False
18,24,alphabeta,balanced,default,4,39,84,0,1,False,False,SPECIAL,1064,0,127,0,21,0.0,80,0.926,False
18,26,alphabeta,balanced,default,4,9,54,0,1,False,False,ATTACK,1064,0,17,0,5,0.0,8,0.139,True
19,2,alphabeta,balanced,default,4,100,85,3,3,False,False,ATTACK,-15,0,204,0,27,0.0,143,1.506,False
19,4,alphabeta,balanced,default,4,85,70,3,3,False,False,ATTACK,-15,0,222,0,29,0.0,158,1.615,False
19,6,alphabeta,balanced,default,4,65,52,3,3,False,False,ATTACK,-13,0,237,0,31,0.0,170,1.712,False
19,8,alphabeta,balanced,default,4,49,36,3,3,False,False,POTION,-16,0,203,0,27,0.0,142,1.483,False
19,10,alphabeta,balanced,default,4,49,46,3,2,False,False,POTION,-16,0,225,0,26,0.0,161,1.634,False
19,12,alphabeta,balanced,default,4,49,53,3,1,False,False,ATTACK,-16,0,225,0,28,0.0,161,1.888,False
19,14,alphabeta,balanced,default,4,30,53,3,1,True,False,POTION,3,0,229,0,30,0.0,165,1.894,False
19,16,alphabeta,balanced,default,4,30,78,3,0,True,False,ATTACK,12,0,132,0,14,0.0,93,0.95,False
19,18,alphabeta,balanced,default,4,22,78,3,0,True,False,ATTACK,20,0,106,0,13,0.0,73,0.768,False
19,20,alphabeta,balanced,default,4,38,78,2,0,False,False,ATTACK,23,0,127,0,15,0.0,89,0.916,False
19,22,alphabeta,balanced,default,4,19,78,2,0,True,False,ATTACK,33,0,106,0,13,0.0,73,0.769,False
19,24,alphabeta,balanced,default,4,34,78,1,0,False,False,ATTACK,37,0,106,0,14,0.0,71,0.776,False
19,26,alphabeta,balanced,default,4,19,78,1,0,True,False,ATTACK,43,0,98,0,13,0.0,65,0.722,False
19,28,alphabeta,balanced,default,4,34,78,0,0,False,False,SPECIAL,1048,0,63,0,9,0.0,38,0.474,False
19,30,alphabeta,balanced,default,4,4,48,0,0,False,False,ATTACK,1048,0,8,0,2,0.0,4,0.068,True
20,2,alphabeta,balanced,default,4,100,80,3,3,False,False,ATTACK,-20,0,207,0,27,0.0,146,2.608,False
20,4,alphabeta,balanced,default,4,81,64,3,3,False,False,ATTACK,-17,0,234,0,31,0.0,167,2.196,False
20,6,alphabeta,balanced,default,4,65,48,3,3,False,False,POTION,-20,0,225,0,26,0.0,161,1.895,False
20,8,alphabeta,balanced,default,4,65,55,3,2,False,False,ATTACK,-20,0,237,0,31,0.0,170,1.927,False
20,10,alphabeta,balanced,default,4,48,38,3,2,False,False,ATTACK,-17,0,234,0,30,0.0,168,1.858,False
20,12,alphabeta,balanced,default,4,32,23,3,2,False,False,POTION,-37,0,182,0,22,0.0,128,1.457,False
20,14,alphabeta,balanced,default,4,32,31,3,1,False,False,ATTACK,-18,0,188,0,26,0.0,132,1.467,False
20,16,alphabeta,balanced,default,4,16,31,3,1,True,False,POTION,-5,0,152,0,25,0.0,104,1.219,False
20,18,alphabeta,balanced,default,4,16,56,3,0,True,False,ATTACK,4,0,86,0,13,0.0,57,0.676,False
20,20,alphabeta,balanced,default,4,31,56,2,0,False,False,ATTACK,8,0,110,0,13,0.0,76,0.853,False
20,22,alphabeta,balanced,default,4,16,56,2,0,True,False,ATTACK,14,0,86,0,13,0.0,57,0.677,False
20,24,alphabeta,balanced,default,4,32,56,1,0,False,False,ATTACK,17,0,102,0,13,0.0,68,0.79,False
20,26,alphabeta,balanced,default,4,37,56,0,0,False,False,SPECIAL,1026,0,73,0,10,0.0,45,0.575,False
20,28,alphabeta,balanced,default,4,7,26,0,0,False,False,ATTACK,1026,0,8,0,2,0.0,4,0.071,True
21,2,alphabeta,balanced,default,4,100,80,3,3,False,False,ATTACK,-20,0,207,0,27,0.0,146,1.619,False
21,4,alphabeta,balanced,default,4,85,64,3,3,False,False,ATTACK,-21,0,222,0,29,0.0,158,1.721,False
21,6,alphabeta,balanced,default,4,69,49,3,3,False,False,ATTACK,-20,0,237,0,31,0.0,170,2.761,False
21,8,alphabeta,balanced,default,4,54,31,3,3,False,False,POTION,-26,0,207,0,27,0.0,145,2.266,False
21,10,alphabeta,balanced,default,4,54,38,3,2,False,False,POTION,-29,0,206,0,27,0.0,145,1.741,False
21,12,alphabeta,balanced,default,4,54,45,3,1,False,False,POTION,-32,0,213,0,23,0.0,152,1.551,False
21,14,alphabeta,balanced,default,4,54,54,3,0,False,False,ATTACK,-30,0,138,0,15,0.0,97,1.004,False
21,16,alphabeta,balanced,default,4,35,35,3,0,False,False,ATTACK,-27,0,104,0,14,0.0,71,0.762,False
21,18,alphabeta,balanced,default,4,17,35,3,0,True,False,ATTACK,-18,0,86,0,13,0.0,57,0.641,False
21,20,alphabeta,balanced,default,4,34,35,2,0,False,False,ATTACK,-16,0,104,0,14,0.0,71,0.762,False
21,22,alphabeta,balanced,default,4,18,35,2,0,True,False,ATTACK,-9,0,86,0,13,0.0,57,0.637,False
21,24,alphabeta,balanced,default,4,34,35,1,0,False,False,ATTACK,-6,0,96,0,14,0.0,63,0.703,False
21,26,alphabeta,balanced,default,4,18,35,1,0,True,False,ATTACK,1,0,78,0,13,0.0,49,0.974,False
21,28,alphabeta,balanced,default,4,33,35,0,0,False,False,ATTACK,1005,0,55,0,9,0.0,32,0.804,False
21,30,alphabeta,balanced,default,4,15,5,0,0,False,False,ATTACK,1005,0,8,0,1,0.0,5,0.1,True
22,2,alphabeta,balanced,default,4,100,84,3,3,False,False,ATTACK,-16,0,204,0,27,0.0,143,2.709,False
22,4,alphabeta,balanced,default,4,85,65,3,3,False,False,ATTACK,-20,0,222,0,29,0.0,158,1.837,False
22,6,alphabeta,balanced,default,4,65,49,3,3,False,False,ATTACK,-16,0,237,0,31,0.0,170,1.968,False
22,8,alphabeta,balanced,default,4,45,31,3,3,False,False,ATTACK,-11,0,238,0,30,0.0,171,1.839,False
22,10,alphabeta,balanced,default,4,26,31,3,3,True,False,POTION,5,0,237,0,31,0.0,171,1.833,False
22,12,alphabeta,balanced,default,4,26,56,3,2,True,False,POTION,20,0,228,0,32,0.0,164,1.699,False
22,14,alphabeta,balanced,default,4,26,81,3,1,True,False,ATTACK,29,0,211,0,28,0.0,151,1.555,False
22,16,alphabeta,balanced,default,4,18,81,3,1,True,False,ATTACK,37,0,152,0,25,0.0,104,1.151,False
22,18,alphabeta,balanced,default,4,33,81,2,1,False,False,ATTACK,41,0,199,0,27,0.0,141,1.459,False
22,20,alphabeta,balanced,default,4,39,81,1,1,False,False,ATTACK,45,0,207,0,30,0.0,144,1.479,False
22,22,alphabeta,balanced,default,4,24,81,1,1,True,False,ATTACK,51,0,179,0,27,0.0,123,1.64,False
22,24,alphabeta,balanced,default,4,40,81,0,1,False,False,SPECIAL,66,0,134,0,20,0.0,86,0.974,False
22,26,alphabeta,balanced,default,4,10,81,0,1,True,False,ATTACK,1061,0,53,0,11,0.0,29,0.409,True
23,2,alphabeta,balanced,default,4,100,81,3,3,False,False,ATTACK,-19,0,207,0,27,0.0,146,1.537,False
23,4,alphabeta,balanced,default,4,80,62,3,3,False,False,ATTACK,-18,0,234,0,31,0.0,167,1.71,False
23,6,alphabeta,balanced,default,4,62,44,3,3,False,False,POTION,-21,0,225,0,26,0.0,161,1.641,False
23,8,alphabeta,balanced,default,4,62,53,3,2,False,False,ATTACK,-19,0,237,0,31,0.0,170,1.733,False
23,10,alphabeta,balanced,default,4,44,35,3,2,False,False,ATTACK,-16,0,234,0,30,0.0,168,1.741,False
23,12,alphabeta,balanced,default,4,24,35,3,2,True,False,POTION,1,0,210,0,30,0.0,150,1.85,False
23,14,alphabeta,balanced,default,4,24,60,3,1,True,False,POTION,16,0,193,0,27,0.0,137,1.549,False
23,16,alphabeta,balanced,default,4,24,85,3,0,True,False,ATTACK,25,0,106,0,13,0.0,73,0.864,False
23,18,alphabeta,balanced,default,4,39,85,2,0,False,False,ATTACK,29,0,127,0,15,0.0,89,1.059,False
23,20,alphabeta,balanced,default,4,21,85,2,0,True,False,ATTACK,38,0,106,0,13,0.0,73,0.859,False
23,22,alphabeta,balanced,default,4,37,85,1,0,False,False,ATTACK,41,0,119,0,15,0.0,81,0.954,False
23,24,alphabeta,balanced,default,4,19,85,1,0,True,False,ATTACK,50,0,98,0,13,0.0,65,0.808,False
23,26,alphabeta,balanced,default,4,35,85,0,0,False,False,SPECIAL,1055,0,63,0,9,0.0,38,0.52,False
23,28,alphabeta,balanced,default,4,5,55,0,0,False,False,ATTACK,1055,0,8,0,2,0.0,4,0.075,True
24,2,alphabeta,balanced,default,4,100,83,3,3,False,False,ATTACK,-17,0,207,0,27,0.0,146,1.69,False
24,4,alphabeta,balanced,default,4,83,63,3,3,False,False,ATTACK,-20,0,234,0,31,0.0,167,1.823,False
24,6,alphabeta,balanced,default,4,64,43,3,3,False,False,POTION,-24,0,225,0,26,0.0,161,1.776,False
24,8,alphabeta,balanced,default,4,64,50,3,2,False,False,ATTACK,-24,0,237,0,31,0.0,170,1.852,False
24,10,alphabeta,balanced,default,4,45,30,3,2,False,False,POTION,-28,0,231,0,24,0.0,168,1.797,False
24,12,alphabeta,balanced,default,4,45,39,3,1,False,False,ATTACK,-23,0,222,0,27,0.0,159,1.735,False
24,14,alphabeta,balanced,default,4,30,39,3,1,True,False,POTION,-11,0,231,0,27,0.0,167,1.792,False
24,16,alphabeta,balanced,default,4,30,64,3,0,True,False,ATTACK,-2,0,132,0,14,0.0,93,1.839,False
24,18,alphabeta,balanced,default,4,20,64,3,0,True,False,ATTACK,8,0,106,0,13,0.0,73,1.626,False
24,20,alphabeta,balanced,default,4,36,64,2,0,False,False,ATTACK,11,0,114,0,14,0.0,79,1.549,False
24,22,alphabeta,balanced,default,4,19,64,2,0,True,False,ATTACK,19,0,106,0,13,0.0,73,1.192,False
24,24,alphabeta,balanced,default,4,36,64,1,0,False,False,ATTACK,21,0,106,0,14,0.0,71,0.963,False
24,26,alphabeta,balanced,default,4,18,64,1,0,True,False,ATTACK,30,0,78,0,13,0.0,49,0.641,False
24,28,alphabeta,balanced,default,4,35,64,0,0,False,False,SPECIAL,1034,0,63,0,9,0.0,38,0.511,False
24,30,alphabeta,balanced,default,4,5,34,0,0,False,False,ATTACK,1034,0,8,0,2,0.0,4,0.072,True
25,2,alphabeta,balanced,default,4,100,80,3,3,False,False,ATTACK,-20,0,207,0,27,0.0,146,1.579,False
25,4,alphabeta,balanced,default,4,84,61,3,3,False,False,ATTACK,-23,0,222,0,29,0.0,158,1.671,False
25,6,alphabeta,balanced,default,4,67,41,3,3,False,False,POTION,-29,0,225,0,26,0.0,161,1.787,False
25,8,alphabeta,balanced,default,4,67,49,3,2,False,False,ATTACK,-28,0,237,0,31,0.0,170,1.731,False
25,10,alphabeta,balanced,default,4,47,31,3,2,False,False,ATTACK,-23,0,238,0,30,0.0,171,1.722,False
25,12,alphabeta,balanced,default,4,32,15,3,2,False,False,POTION,-45,0,124,0,15,0.0,86,0.913,False
25,14,alphabeta,balanced,default,4,32,23,3,1,False,False,POTION,-53,0,175,0,21,0.0,122,1.271,False
25,16,alphabeta,balanced,default,4,32,18,3,0,False,False,DEFEND,-1032,0,51,0,7,0.0,31,0.388,False
25,18,alphabeta,balanced,default,4,32,9,3,0,False,False,SPECIAL,-1032,0,38,0,6,0.0,24,0.289,True
26,2,alphabeta,balanced,default,4,100,84,3,3,False,False,ATTACK,-16,0,204,0,27,0.0,143,1.501,False
26,4,alphabeta,balanced,default,4,80,65,3,3,False,False,ATTACK,-15,0,234,0,31,0.0,167,1.728,False
26,6,alphabeta,balanced,default,4,65,49,3,3,False,False,ATTACK,-16,0,237,0,31,0.0,170,3.647,False
26,8,alphabeta,balanced,default,4,48,30,3,3,False,False,POTION,-21,0,231,0,24,0.0,168,2.892,False
26,10,alphabeta,balanced,default,4,48,38,3,2,False,False,ATTACK,-17,0,234,0,30,0.0,168,2.733,False
26,12,alphabeta,balanced,default,4,28,38,3,2,True,False,POTION,0,0,248,0,31,0.0,180,2.704,False
26,14,alphabeta,balanced,default,4,28,63,3,1,True,False,POTION,15,0,229,0,30,0.0,165,1.909,False
26,16,alphabeta,balanced,default,4,28,88,3,0,True,False,ATTACK,24,0,132,0,14,0.0,93,0.967,False
26,18,alphabeta,balanced,default,4,19,88,3,0,True,False,ATTACK,33,0,106,0,13,0.0,73,1.487,False
26,20,alphabeta,balanced,default,4,34,88,2,0,False,False,ATTACK,37,0,114,0,14,0.0,79,1.121,False
26,22,alphabeta,balanced,default,4,19,88,2,0,True,False,ATTACK,43,0,106,0,13,0.0,73,0.78,False
26,24,alphabeta,balanced,default,4,35,88,1,0,False,False,ATTACK,46,0,106,0,14,0.0,71,0.769,False
26,26,alphabeta,balanced,default,4,17,88,1,0,True,False,ATTACK,55,0,78,0,13,0.0,49,0.578,False
26,28,alphabeta,balanced,default,4,34,88,0,0,False,False,SPECIAL,1058,0,63,0,9,0.0,38,0.463,False
26,30,alphabeta,balanced,default,4,4,58,0,0,False,False,ATTACK,1058,0,8,0,2,0.0,4,0.066,True
27,2,alphabeta,balanced,default,4,100,83,3,3,False,False,ATTACK,-17,0,207,0,27,0.0,146,1.51,False
27,4,alphabeta,balanced,default,4,83,63,3,3,False,False,ATTACK,-20,0,234,0,31,0.0,167,1.708,False
27,6,alphabeta,balanced,default,4,63,48,3,3,False,False,POTION,-18,0,225,0,26,0.0,161,1.652,False
27,8,alphabeta,balanced,default,4,63,57,3,2,False,False,ATTACK,-16,0,237,0,31,0.0,170,1.846,False
27,10,alphabeta,balanced,default,4,45,39,3,2,False,False,ATTACK,-13,0,234,0,30,0.0,168,2.752,False
27,12,alphabeta,balanced,default,4,25,39,3,2,True,False,POTION,4,0,228,0,31,0.0,164,2.405,False
27,14,alphabeta,balanced,default,4,25,64,3,1,True,False,POTION,19,0,211,0,28,0.0,151,1.998,False
27,16,alphabeta,balanced,default,4,25,89,3,0,True,False,ATTACK,28,0,119,0,13,0.0,83,0.909,False
27,18,alphabeta,balanced,default,4,16,89,3,0,True,False,ATTACK,37,0,86,0,13,0.0,57,0.723,False
27,20,alphabeta,balanced,default,4,31,89,2,0,False,False,ATTACK,41,0,110,0,13,0.0,76,0.82,False
27,22,alphabeta,balanced,default,4,39,89,1,0,False,False,ATTACK,43,0,119,0,15,0.0,81,0.896,False
27,24,alphabeta,balanced,default,4,20,89,1,0,True,False,ATTACK,53,0,98,0,13,0.0,65,0.747,False
27,26,alphabeta,balanced,default,4,36,89,0,0,False,False,SPECIAL,1059,0,63,0,9,0.0,38,0.486,False
27,28,alphabeta,balanced,default,4,6,59,0,0,False,False,ATTACK,1059,0,8,0,2,0.0,4,0.069,True
28,2,alphabeta,balanced,default,4,100,83,3,3,False,False,ATTACK,-17,0,207,0,27,0.0,146,1.49,False
28,4,alphabeta,balanced,default,4,80,65,3,3,False,False,ATTACK,-15,0,234,0,31,0.0,167,1.72,False
28,6,alphabeta,balanced,default,4,64,45,3,3,False,False,POTION,-22,0,225,0,26,0.0,161,1.677,False
28,8,alphabeta,balanced,default,4,64,53,3,2,False,False,ATTACK,-21,0,237,0,31,0.0,170,1.703,False
28,10,alphabeta,balanced,default,4,47,38,3,2,False,False,ATTACK,-16,0,234,0,30,0.0,168,1.712,False
28,12,alphabeta,balanced,default,4,29,38,3,2,True,False,POTION,-1,0,248,0,31,0.0,180,1.795,False
28,14,alphabeta,balanced,default,4,29,63,3,1,True,False,POTION,14,0,229,0,30,0.0,165,1.643,False
28,16,alphabeta,balanced,default,4,29,88,3,0,True,False,ATTACK,23,0,132,0,14,0.0,93,0.942,False
28,18,alphabeta,balanced,default,4,19,88,3,0,True,False,ATTACK,33,0,106,0,13,0.0,73,0.807,False
28,20,alphabeta,balanced,default,4,36,88,2,0,False,False,ATTACK,35,0,114,0,14,0.0,79,0.812,False
28,22,alphabeta,balanced,default,4,17,88,2,0,True,False,ATTACK,45,0,86,0,13,0.0,57,0.635,False
28,24,alphabeta,balanced,default,4,34,88,1,0,False,False,ATTACK,47,0,106,0,14,0.0,71,0.777,False
28,26,alphabeta,balanced,default,4,39,88,0,0,False,False,SPECIAL,1058,0,73,0,10,0.0,45,0.545,False
28,28,alphabeta,balanced,default,4,9,58,0,0,False,False,ATTACK,1058,0,8,0,2,0.0,4,0.067,True
29,2,alphabeta,balanced,default,4,100,80,3,3,False,False,ATTACK,-20,0,207,0,27,0.0,146,1.5,False
29,4,alphabeta,balanced,default,4,85,62,3,3,False,False,ATTACK,-23,0,222,0,29,0.0,158,1.623,False
29,6,alphabeta,balanced,default,4,65,45,3,3,False,False,POTION,-23,0,225,0,26,0.0,161,1.641,False
29,8,alphabeta,balanced,default,4,65,52,3,2,False,False,ATTACK,-23,0,237,0,31,0.0,170,1.729,False
29,10,alphabeta,balanced,default,4,45,37,3,2,False,False,ATTACK,-15,0,234,0,30,0.0,168,1.791,False
29,12,alphabeta,balanced,default,4,28,37,3,2,True,False,POTION,-1,0,248,0,31,0.0,180,1.781,False
29,14,alphabeta,balanced,default,4,28,62,3,1,True,False,POTION,14,0,229,0,30,0.0,165,1.67,False
29,16,alphabeta,balanced,default,4,28,87,3,0,True,False,ATTACK,23,0,132,0,14,0.0,93,0.952,False
29,18,alphabeta,balanced,default,4,20,87,3,0,True,False,ATTACK,31,0,106,0,13,0.0,73,0.765,False
29,20,alphabeta,balanced,default,4,36,87,2,0,False,False,ATTACK,34,0,114,0,14,0.0,79,0.83,False
29,22,alphabeta,balanced,default,4,16,87,2,0,True,False,ATTACK,45,0,86,0,13,0.0,57,0.637,False
29,24,alphabeta,balanced,default,4,32,87,1,0,False,False,ATTACK,48,0,102,0,13,0.0,68,0.752,False
29,26,alphabeta,balanced,default,4,39,87,0,0,False,False,SPECIAL,1057,0,73,0,10,0.0,45,0.541,False
29,28,alphabeta,balanced,default,4,9,57,0,0,False,False,ATTACK,1057,0,8,0,2,0.0,4,0.067,True
30,2,alphabeta,balanced,default,4,100,82,3,3,False,False,ATTACK,-18,0,207,0,27,0.0,146,1.836,False
30,4,alphabeta,balanced,default,4,80,63,3,3,False,False,ATTACK,-17,0,234,0,31,0.0,167,1.729,False
30,6,alphabeta,balanced,default,4,60,47,3,3,False,False,POTION,-16,0,225,0,26,0.0,161,1.619,False
30,8,alphabeta,balanced,default,4,60,53,3,2,False,False,ATTACK,-17,0,237,0,31,0.0,170,1.729,False
30,10,alphabeta,balanced,default,4,43,33,3,2,False,False,ATTACK,-17,0,238,0,30,0.0,171,1.717,False
30,12,alphabeta,balanced,default,4,26,33,3,2,True,False,POTION,-3,0,237,0,31,0.0,171,1.707,False
30,14,alphabeta,balanced,default,4,26,58,3,1,True,False,POTION,12,0,211,0,28,0.0,151,1.514,False
30,16,alphabeta,balanced,default,4,26,83,3,0,True,False,ATTACK,21,0,119,0,13,0.0,83,0.857,False
30,18,alphabeta,balanced,default,4,18,83,3,0,True,False,ATTACK,29,0,86,0,13,0.0,57,0.627,False
30,20,alphabeta,balanced,default,4,33,83,2,0,False,False,ATTACK,33,0,110,0,13,0.0,76,0.8,False
30,22,alphabeta,balanced,default,4,16,83,2,0,True,False,ATTACK,41,0,86,0,13,0.0,57,0.633,False
30,24,alphabeta,balanced,default,4,32,83,1,0,False,False,ATTACK,44,0,102,0,13,0.0,68,0.859,False
30,26,alphabeta,balanced,default,4,40,83,0,0,False,False,SPECIAL,58,0,78,0,9,0.0,49,0.9,False
30,28,alphabeta,balanced,default,4,10,83,0,0,True,False,ATTACK,1053,0,27,0,5,0.0,14,0.341,True
31,2,alphabeta,balanced,default,4,100,84,3,3,False,False,ATTACK,-16,0,204,0,27,0.0,143,2.31,False
31,4,alphabeta,balanced,default,4,80,66,3,3,False,False,ATTACK,-14,0,234,0,31,0.0,167,2.318,False
31,6,alphabeta,balanced,default,4,64,49,3,3,False,False,ATTACK,-15,0,237,0,31,0.0,170,1.909,False
31,8,alphabeta,balanced,default,4,48,31,3,3,False,False,ATTACK,-14,0,238,0,30,0.0,171,1.873,False
31,10,alphabeta,balanced,default,4,30,31,3,3,True,False,POTION,1,0,257,0,31,0.0,187,2.052,False
31,12,alphabeta,balanced,default,4,30,56,3,2,True,False,POTION,16,0,246,0,34,0.0,178,1.886,False
31,14,alphabeta,balanced,default,4,30,81,3,1,True,False,ATTACK,25,0,229,0,30,0.0,165,1.75,False
31,16,alphabeta,balanced,default,4,21,81,3,1,True,False,ATTACK,34,0,193,0,27,0.0,137,1.486,False
31,18,alphabeta,balanced,default,4,38,81,2,1,False,False,ATTACK,36,0,221,0,30,0.0,158,1.702,False
31,20,alphabeta,balanced,default,4,19,81,2,1,True,False,ATTACK,46,0,193,0,27,0.0,137,1.491,False
31,22,alphabeta,balanced,default,4,35,81,1,1,False,False,ATTACK,49,0,189,0,28,0.0,130,1.459,False
31,24,alphabeta,balanced,default,4,20,81,1,1,True,False,ATTACK,55,0,179,0,27,0.0,123,1.384,False
31,26,alphabeta,balanced,default,4,35,81,0,1,False,False,SPECIAL,1061,0,113,0,19,0.0,70,0.89,False
31,28,alphabeta,balanced,default,4,5,51,0,1,False,False,ATTACK,1061,0,17,0,5,0.0,8,0.152,True
32,2,alphabeta,balanced,default,4,100,82,3,3,False,False,ATTACK,-18,0,207,0,27,0.0,146,1.623,False
32,4,alphabeta,balanced,default,4,80,65,3,3,False,False,ATTACK,-15,0,234,0,31,0.0,167,2.027,False
32,6,alphabeta,balanced,default,4,62,45,3,3,False,False,POTION,-20,0,225,0,26,0.0,161,1.675,False
32,8,alphabeta,balanced,default,4,62,54,3,2,False,False,ATTACK,-18,0,237,0,31,0.0,170,1.701,False
32,10,alphabeta,balanced,default,4,46,39,3,2,False,False,ATTACK,-14,0,234,0,30,0.0,168,1.699,False
32,12,alphabeta,balanced,default,4,28,39,3,2,True,False,POTION,1,0,248,0,31,0.0,180,1.814,False
32,14,alphabeta,balanced,default,4,28,64,3,1,True,False,POTION,16,0,229,0,30,0.0,165,1.63,False
32,16,alphabeta,balanced,default,4,28,89,3,0,True,False,ATTACK,25,0,132,0,14,0.0,93,0.943,False
32,18,alphabeta,balanced,default,4,20,89,3,0,True,False,ATTACK,33,0,106,0,13,0.0,73,0.764,False
32,20,alphabeta,balanced,default,4,35,89,2,0,False,False,ATTACK,37,0,114,0,14,0.0,79,0.825,False
32,22,alphabeta,balanced,default,4,20,89,2,0,True,False,ATTACK,43,0,106,0,13,0.0,73,0.776,False
32,24,alphabeta,balanced,default,4,36,89,1,0,False,False,ATTACK,46,0,106,0,14,0.0,71,0.772,False
32,26,alphabeta,balanced,default,4,20,89,1,0,True,False,ATTACK,53,0,98,0,13,0.0,65,0.733,False
32,28,alphabeta,balanced,default,4,37,89,0,0,False,False,SPECIAL,1059,0,73,0,10,0.0,45,1.421,False
32,30,alphabeta,balanced,default,4,7,59,0,0,False,False,ATTACK,1059,0,8,0,2,0.0,4,0.116,True
33,2,alphabeta,balanced,default,4,100,85,3,3,False,False,ATTACK,-15,0,204,0,27,0.0,143,2.969,False
33,4,alphabeta,balanced,default,4,84,68,3,3,False,False,ATTACK,-16,0,222,0,29,0.0,158,2.051,False
33,6,alphabeta,balanced,default,4,66,49,3,3,False,False,ATTACK,-17,0,237,0,31,0.0,170,1.848,False
33,8,alphabeta,balanced,default,4,51,33,3,3,False,False,POTION,-21,0,207,0,27,0.0,145,1.585,False
33,10,alphabeta,balanced,default,4,51,43,3,2,False,False,POTION,-21,0,225,0,26,0.0,161,1.713,False
33,12,alphabeta,balanced,default,4,51,50,3,1,False,False,ATTACK,-21,0,225,0,28,0.0,161,1.862,False
33,14,alphabeta,balanced,default,4,34,30,3,1,False,False,POTION,-27,0,195,0,22,0.0,139,1.497,False
33,16,alphabeta,balanced,default,4,34,35,3,0,False,False,ATTACK,-26,0,104,0,14,0.0,71,0.786,False
33,18,alphabeta,balanced,default,4,16,35,3,0,True,False,ATTACK,-17,0,86,0,13,0.0,57,0.65,False
33,20,alphabeta,balanced,default,4,32,35,2,0,False,False,ATTACK,-14,0,100,0,13,0.0,68,0.733,False
33,22,alphabeta,balanced,default,4,16,35,2,0,True,False,ATTACK,-7,0,86,0,13,0.0,57,0.686,False
33,24,alphabeta,balanced,default,4,31,35,1,0,False,False,ATTACK,-3,0,92,0,13,0.0,60,0.728,False
33,26,alphabeta,balanced,default,4,16,35,1,0,True,False,ATTACK,3,0,78,0,13,0.0,49,0.584,False
33,28,alphabeta,balanced,default,4,31,35,0,0,False,False,ATTACK,1005,0,55,0,9,0.0,32,0.434,False
33,30,alphabeta,balanced,default,4,13,5,0,0,False,False,ATTACK,1005,0,8,0,1,0.0,5,0.067,True
34,2,alphabeta,balanced,default,4,100,84,3,3,False,False,ATTACK,-16,0,204,0,27,0.0,143,1.568,False
34,4,alphabeta,balanced,default,4,81,66,3,3,False,False,ATTACK,-15,0,234,0,31,0.0,167,2.545,False
34,6,alphabeta,balanced,default,4,61,50,3,3,False,False,ATTACK,-11,0,237,0,31,0.0,170,1.815,False
34,8,alphabeta,balanced,default,4,46,34,3,3,False,False,ATTACK,-9,0,234,0,30,0.0,168,1.755,False
34,10,alphabeta,balanced,default,4,30,34,3,3,True,False,POTION,4,0,248,0,31,0.0,180,1.817,False
34,12,alphabeta,balanced,default,4,30,59,3,2,True,False,POTION,19,0,243,0,34,0.0,175,1.899,False
34,14,alphabeta,balanced,default,4,30,84,3,1,True,False,ATTACK,28,0,220,0,30,0.0,156,2.593,False
34,16,alphabeta,balanced,default,4,21,84,3,1,True,False,ATTACK,37,0,184,0,27,0.0,128,1.392,False
34,18,alphabeta,balanced,default,4,37,84,2,1,False,False,ATTACK,40,0,212,0,30,0.0,149,1.59,False
34,20,alphabeta,balanced,default,4,22,84,2,1,True,False,ATTACK,46,0,184,0,27,0.0,128,1.372,False
34,22,alphabeta,balanced,default,4,37,84,1,1,False,False,ATTACK,50,0,201,0,30,0.0,138,1.485,False
34,24,alphabeta,balanced,default,4,17,84,1,1,True,False,ATTACK,61,0,132,0,25,0.0,84,0.996,False
34,26,alphabeta,balanced,default,4,32,84,0,1,False,False,ATTACK,1064,0,115,0,20,0.0,71,0.851,False
